country,year,nitrous_oxide,co2_emissions,greenhouse_gas_emissions,agricultural_land,total_population,population_growth,renewable_energy_consumption,urban_population,GDP,renewable_electricity
St. Lucia,2019,,2.9935660169221,,,,,,,,
St. Lucia,2018,,2.96759758949451,,,,,,,,
St. Lucia,2017,,2.99667537804169,,,,,,,,
St. Lucia,2016,,2.86543508698339,,,,,,,,
St. Lucia,2015,,2.85384032843079,,,,,,,,
St. Lucia,2014,,2.89409853321434,,,,,,,,
St. Lucia,2013,,2.91071284875099,,,,,,,,
St. Lucia,2012,,2.92853677133153,,,,,,,,
St. Lucia,2011,,2.91382264951059,,,,,,,,
St. Lucia,2010,,2.97013484657911,,,,,,,,
St. Lucia,2009,,2.6177455094055,,,,,,,,
St. Lucia,2008,,2.63916571753986,,,,,,,,
St. Lucia,2007,,2.62658341193185,,,,,,,,
St. Lucia,2006,,2.59265933801886,,,,,,,,
St. Lucia,2005,,2.48570011971993,,,,,,,,
St. Lucia,2004,,2.53837395502895,,,,,,,,
St. Lucia,2003,,2.4299741792244,,,,,,,,
St. Lucia,2002,,2.30718360434861,,,,,,,,
St. Lucia,2001,,2.40731285104051,,,,,,,,
St. Lucia,2000,,2.29968652037618,,,,,,,,
St. Lucia,1999,,2.28237791932059,,,,,,,,
St. Lucia,1998,,2.20203372541519,,,,,,,,
St. Lucia,1997,,2.01989012826946,,,,,,,,
St. Lucia,1996,,2.0335262293059,,,,,,,,
St. Lucia,1995,,1.92257200619634,,,,,,,,
St. Lucia,1994,,1.84842024162964,,,,,,,,
St. Lucia,1993,,1.69655775766345,,,,,,,,
St. Lucia,1992,,1.55170058735145,,,,,,,,
St. Lucia,1991,,1.39185404940805,,,,,,,,
St. Lucia,1990,,1.35487452653179,,,,,,,,
Peru,2020,,1.39856601861908,,,,,,,,
Peru,2019,,1.73564177469023,,,,,,,,
Peru,2018,,1.69513088210562,,,,,,,,
Peru,2017,,1.71724301281113,,,,,,,,
Peru,2016,,1.8263804846975,,,,,,,,
Peru,2015,,1.7763005780535,,,,,,,,
Peru,2014,,1.75159405113357,,,,,,,,
Peru,2013,,1.65625408117878,,,,,,,,
Peru,2012,,1.61752150592736,,,,,,,,
Peru,2011,,1.64284749150045,,,,,,,,
Peru,2010,,1.53948542250294,,,,,,,,
Peru,2009,,1.41921946066586,,,,,,,,
Peru,2008,,1.32931868624742,,,,,,,,
Peru,2007,,1.18209589261852,,,,,,,,
Peru,2006,,1.08676985419652,,,,,,,,
Peru,2005,,1.11171716955682,,,,,,,,
Peru,2004,,1.11985372004664,,,,,,,,
Peru,2003,,0.983143204871561,,,,,,,,
Peru,2002,,1.0145053670813,,,,,,,,
Peru,2001,,0.982316838453907,,,,,,,,
Peru,2000,,1.07427509541656,,,,,,,,
Peru,1999,,1.10742554187473,,,,,,,,
Peru,1998,,1.04462250814599,,,,,,,,
Peru,1997,,1.10224618698884,,,,,,,,
Peru,1996,,1.12666549539043,,,,,,,,
Peru,1995,,1.04911621328514,,,,,,,,
Peru,1994,,0.93974304908866,,,,,,,,
Peru,1993,,0.927167194255717,,,,,,,,
Peru,1992,,0.912638246440529,,,,,,,,
Peru,1991,,0.897427029864846,,,,,,,,
Peru,1990,,0.944194966968125,,,,,,,,
Portugal,2020,,3.78490758691711,,,,,,,,
Portugal,2019,,4.33244804259817,,,,,,,,
Portugal,2018,,4.8096126128982,,,,,,,,
Portugal,2017,,5.1719561566168,,,,,,,,
Portugal,2016,,4.71603567572635,,,,,,,,
Portugal,2015,,4.81285327506769,,,,,,,,
Portugal,2014,,4.41600098143824,,,,,,,,
Portugal,2013,,4.45193522799156,,,,,,,,
Portugal,2012,,4.58592633423758,,,,,,,,
Portugal,2011,,4.72343041384562,,,,,,,,
Portugal,2010,,4.81763153663542,,,,,,,,
Portugal,2009,,5.32724112144616,,,,,,,,
Portugal,2008,,5.38392186454158,,,,,,,,
Portugal,2007,,5.57695160488075,,,,,,,,
Portugal,2006,,5.7447581742678,,,,,,,,
Portugal,2005,,6.23362305097526,,,,,,,,
Portugal,2004,,5.92613732669672,,,,,,,,
Portugal,2003,,5.78684729378197,,,,,,,,
Portugal,2002,,6.29627863021253,,,,,,,,
Portugal,2001,,5.92350156648031,,,,,,,,
Portugal,2000,,5.99240147958707,,,,,,,,
Portugal,1999,,6.08814319442449,,,,,,,,
Portugal,1998,,5.47239443018619,,,,,,,,
Portugal,1997,,5.0382546127071,,,,,,,,
Portugal,1996,,4.84327964828902,,,,,,,,
Portugal,1995,,5.05608519140298,,,,,,,,
Portugal,1994,,4.73430232121723,,,,,,,,
Portugal,1993,,4.5955136519756,,,,,,,,
Portugal,1992,,4.69972652080976,,,,,,,,
Portugal,1991,,4.29384447254508,,,,,,,,
Portugal,1990,,4.113763718272,,,,,,,,
Somalia,2020,,0.0399346532651356,,,,,,,,
Somalia,2019,,0.041029202880867,,,,,,,,
Somalia,2018,,0.0425732267936332,,,,,,,,
Somalia,2017,,0.0440588174785614,,,,,,,,
Somalia,2016,,0.0457851399374806,,,,,,,,
Somalia,2015,,0.046948882097858,,,,,,,,
Somalia,2014,,0.0485302122924421,,,,,,,,
Somalia,2013,,0.0505271937683646,,,,,,,,
Somalia,2012,,0.0502961096035586,,,,,,,,
Somalia,2011,,0.0517728115714403,,,,,,,,
Somalia,2010,,0.0524834473842215,,,,,,,,
Somalia,2009,,0.0523783514067347,,,,,,,,
Somalia,2008,,0.0540591548877357,,,,,,,,
Somalia,2007,,0.0560887605535194,,,,,,,,
Somalia,2006,,0.0539268851206211,,,,,,,,
Somalia,2005,,0.0554680236301806,,,,,,,,
Somalia,2004,,0.0570801417050347,,,,,,,,
Somalia,2003,,0.0591805052549727,,,,,,,,
Somalia,2002,,0.0606730156922095,,,,,,,,
Somalia,2001,,0.0561695745675632,,,,,,,,
Somalia,2000,,0.0557933787500151,,,,,,,,
Somalia,1999,,0.0594670223397303,,,,,,,,
Somalia,1998,,0.0643302566185197,,,,,,,,
Somalia,1997,,0.070685011066917,,,,,,,,
Somalia,1996,,0.0769760921786027,,,,,,,,
Somalia,1995,,0.0829698804453794,,,,,,,,
Somalia,1994,,0.0909648916611158,,,,,,,,
Somalia,1993,,0.0971373394077903,,,,,,,,
Somalia,1992,,0.106442904721598,,,,,,,,
Somalia,1991,,0.105024550321698,,,,,,,,
Somalia,1990,,0.10503070682271,,,,,,,,
Serbia,2020,,6.71451717217514,,,,,,,,
Serbia,2019,,6.62757991630233,,,,,,,,
Serbia,2018,,6.61535438641515,,,,,,,,
Serbia,2017,,6.7431359528992,,,,,,,,
Serbia,2016,,6.60709443405954,,,,,,,,
Serbia,2015,,6.39995050302429,,,,,,,,
Serbia,2014,,5.4666972205331,,,,,,,,
Serbia,2013,,6.48682910923473,,,,,,,,
Serbia,2012,,6.36056538914641,,,,,,,,
Serbia,2011,,7.08176650609841,,,,,,,,
Serbia,2010,,6.4601677913651,,,,,,,,
Serbia,2009,,6.4029553026053,,,,,,,,
Serbia,2008,,6.77882926529294,,,,,,,,
Serbia,2007,,6.97189585046777,,,,,,,,
Serbia,2006,,7.15219678856123,,,,,,,,
Serbia,2005,,6.81180937077875,,,,,,,,
Serbia,2004,,7.70482250339903,,,,,,,,
Serbia,2003,,7.1122722790218,,,,,,,,
Serbia,2002,,6.64204013541213,,,,,,,,
Serbia,2001,,6.15875426621388,,,,,,,,
Serbia,2000,,5.851965835527,,,,,,,,
Serbia,1999,,5.40736493987521,,,,,,,,
Serbia,1998,,7.5694543090445,,,,,,,,
Serbia,1997,,7.53720693250748,,,,,,,,
Serbia,1996,,6.91356316539933,,,,,,,,
Serbia,1995,,5.94277749881088,,,,,,,,
Serbia,1994,,5.12217829429402,,,,,,,,
Serbia,1993,,5.60967370180199,,,,,,,,
Serbia,1992,,6.38967967248481,,,,,,,,
Serbia,1991,,6.87268320914799,,,,,,,,
Serbia,1990,,8.16062483522278,,,,,,,,
Syrian Arab Republic,2020,,1.21480248375323,,,,,,,,
Syrian Arab Republic,2019,,1.33545948848982,,,,,,,,
Syrian Arab Republic,2018,,1.46394362975738,,,,,,,,
Syrian Arab Republic,2017,,1.35878908347847,,,,,,,,
Syrian Arab Republic,2016,,1.29080229475964,,,,,,,,
Syrian Arab Republic,2015,,1.31530673654782,,,,,,,,
Syrian Arab Republic,2014,,1.32540815590414,,,,,,,,
Syrian Arab Republic,2013,,1.42802640569067,,,,,,,,
Syrian Arab Republic,2012,,1.99239329303561,,,,,,,,
Syrian Arab Republic,2011,,2.53236444244891,,,,,,,,
Syrian Arab Republic,2010,,2.73488652275989,,,,,,,,
Syrian Arab Republic,2009,,2.7807801451582,,,,,,,,
Syrian Arab Republic,2008,,3.03975601445446,,,,,,,,
Syrian Arab Republic,2007,,3.07223516586119,,,,,,,,
Syrian Arab Republic,2006,,3.09869658870578,,,,,,,,
Syrian Arab Republic,2005,,3.07908222306419,,,,,,,,
Syrian Arab Republic,2004,,2.56382891247498,,,,,,,,
Syrian Arab Republic,2003,,2.5198911429648,,,,,,,,
Syrian Arab Republic,2002,,2.57907514795047,,,,,,,,
Syrian Arab Republic,2001,,2.67390238181037,,,,,,,,
Syrian Arab Republic,2000,,2.72271535807664,,,,,,,,
Syrian Arab Republic,1999,,2.75904945796233,,,,,,,,
Syrian Arab Republic,1998,,2.87930576879183,,,,,,,,
Syrian Arab Republic,1997,,2.78553437116906,,,,,,,,
Syrian Arab Republic,1996,,2.8569750284845,,,,,,,,
Syrian Arab Republic,1995,,2.72322186474959,,,,,,,,
Syrian Arab Republic,1994,,2.68927715216943,,,,,,,,
Syrian Arab Republic,1993,,2.65067895096867,,,,,,,,
Syrian Arab Republic,1992,,2.67181629998345,,,,,,,,
Syrian Arab Republic,1991,,2.79809214020565,,,,,,,,
Syrian Arab Republic,1990,,2.61004999921025,,,,,,,,
Argentina,2020,,,361433.0173,,,,,,,
Argentina,2019,,,374523.504,,,,,,,
Argentina,2018,,,378187.3624,,,,,,,
Argentina,2017,,,379420.2746,,,,,,,
Argentina,2016,,,375694.4541,,,,,,,
Argentina,2015,,,372415.2067,,,,,,,
Argentina,2014,,,365636.2677,,,,,,,
Argentina,2013,,,366978.6016,,,,,,,
Argentina,2012,,,357872.7655,,,,,,,
Argentina,2011,,,352870.3484,,,,,,,
Argentina,2010,,,342496.5143,,,,,,,
Argentina,2009,,,336630.902,,,,,,,
Argentina,2008,,,357380.4391,,,,,,,
Argentina,2007,,,352851.0732,,,,,,,
Argentina,2006,,,340578.7653,,,,,,,
Argentina,2005,,,325978.7317,,,,,,,
Argentina,2004,,,322315.2629,,,,,,,
Argentina,2003,,,306433.5855,,,,,,,
Argentina,2002,,,284403.3884,,,,,,,
Argentina,2001,,,288040.6186,,,,,,,
Argentina,2000,,,294271.3913,,,,,,,
Argentina,1999,,,292407.6634,,,,,,,
Argentina,1998,,,286322.0268,,,,,,,
Argentina,1997,,,280720.3822,,,,,,,
Argentina,1996,,,275749.709,,,,,,,
Argentina,1995,,,266004.086,,,,,,,
Argentina,1994,,,263189.7417,,,,,,,
Argentina,1993,,,259460.8354,,,,,,,
Argentina,1992,,,258597.7407,,,,,,,
Argentina,1991,,,253691.6131,,,,,,,
Argentina,1990,,,249188.7612,,,,,,,
Australia,2020,,,571903.1199,,,,,,,
Australia,2019,,,613604.7013,,,,,,,
Australia,2018,,,642275.8577,,,,,,,
Australia,2017,,,647518.2719,,,,,,,
Australia,2016,,,600642.7642,,,,,,,
Australia,2015,,,622092.6414,,,,,,,
Australia,2014,,,621420.4289,,,,,,,
Australia,2013,,,604285.6676,,,,,,,
Australia,2012,,,690401.593,,,,,,,
Australia,2011,,,690001.8173,,,,,,,
Australia,2010,,,589473.4613,,,,,,,
Australia,2009,,,605111.9367,,,,,,,
Australia,2008,,,590310.8141,,,,,,,
Australia,2007,,,617773.4563,,,,,,,
Australia,2006,,,613749.9371,,,,,,,
Australia,2005,,,571056.9014,,,,,,,
Australia,2004,,,608925.6889,,,,,,,
Australia,2003,,,550563.2058,,,,,,,
Australia,2002,,,630234.9976,,,,,,,
Australia,2001,,,635529.9917,,,,,,,
Australia,2000,,,606860.8124,,,,,,,
Australia,1999,,,581899.3874,,,,,,,
Australia,1998,,,544400.7258,,,,,,,
Australia,1997,,,515795.8791,,,,,,,
Australia,1996,,,508246.9459,,,,,,,
Australia,1995,,,508464.1725,,,,,,,
Australia,1994,,,500142.7164,,,,,,,
Australia,1993,,,494326.0775,,,,,,,
Australia,1992,,,492143.4511,,,,,,,
Australia,1991,,,491238.7818,,,,,,,
Australia,1990,,,490531.2507,,,,,,,
"Congo, Rep.",2020,,,19421.77959,,,,,,,
"Congo, Rep.",2019,,,20022.05923,,,,,,,
"Congo, Rep.",2018,,,18752.36987,,,,,,,
"Congo, Rep.",2017,,,16159.3014,,,,,,,
"Congo, Rep.",2016,,,15480.20014,,,,,,,
"Congo, Rep.",2015,,,15852.59287,,,,,,,
"Congo, Rep.",2014,,,15290.14487,,,,,,,
"Congo, Rep.",2013,,,15818.85907,,,,,,,
"Congo, Rep.",2012,,,16310.85407,,,,,,,
"Congo, Rep.",2011,,,17105.56757,,,,,,,
"Congo, Rep.",2010,,,17324.56927,,,,,,,
"Congo, Rep.",2009,,,15415.03131,,,,,,,
"Congo, Rep.",2008,,,14231.43116,,,,,,,
"Congo, Rep.",2007,,,13701.53401,,,,,,,
"Congo, Rep.",2006,,,15997.87356,,,,,,,
"Congo, Rep.",2005,,,14503.60351,,,,,,,
"Congo, Rep.",2004,,,12458.53118,,,,,,,
"Congo, Rep.",2003,,,11707.28075,,,,,,,
"Congo, Rep.",2002,,,10449.28242,,,,,,,
"Congo, Rep.",2001,,,12697.42119,,,,,,,
"Congo, Rep.",2000,,,13091.71866,,,,,,,
"Congo, Rep.",1999,,,12707.87787,,,,,,,
"Congo, Rep.",1998,,,12190.94378,,,,,,,
"Congo, Rep.",1997,,,10668.81289,,,,,,,
"Congo, Rep.",1996,,,9871.657696,,,,,,,
"Congo, Rep.",1995,,,9742.355905,,,,,,,
"Congo, Rep.",1994,,,8870.038691,,,,,,,
"Congo, Rep.",1993,,,9918.44977,,,,,,,
"Congo, Rep.",1992,,,10438.83765,,,,,,,
"Congo, Rep.",1991,,,10133.99793,,,,,,,
"Congo, Rep.",1990,,,10143.19831,,,,,,,
Colombia,2020,,,186999.3355,,,,,,,
Colombia,2019,,,186444.7985,,,,,,,
Colombia,2018,,,182787.6556,,,,,,,
Colombia,2017,,,174466.4908,,,,,,,
Colombia,2016,,,178893.9855,,,,,,,
Colombia,2015,,,175033.6574,,,,,,,
Colombia,2014,,,175835.9665,,,,,,,
Colombia,2013,,,172344.8462,,,,,,,
Colombia,2012,,,164091.467,,,,,,,
Colombia,2011,,,166014.9048,,,,,,,
Colombia,2010,,,162038.7755,,,,,,,
Colombia,2009,,,156750.4298,,,,,,,
Colombia,2008,,,153089.9338,,,,,,,
Colombia,2007,,,151267.0656,,,,,,,
Colombia,2006,,,146405.3219,,,,,,,
Colombia,2005,,,145701.7786,,,,,,,
Colombia,2004,,,144244.3916,,,,,,,
Colombia,2003,,,143002.7025,,,,,,,
Colombia,2002,,,141502.7824,,,,,,,
Colombia,2001,,,143400.1128,,,,,,,
Colombia,2000,,,141245.692,,,,,,,
Colombia,1999,,,137507.4662,,,,,,,
Colombia,1998,,,148793.9835,,,,,,,
Colombia,1997,,,146755.475,,,,,,,
Colombia,1996,,,141028.1486,,,,,,,
Colombia,1995,,,140855.6741,,,,,,,
Colombia,1994,,,136698.1773,,,,,,,
Colombia,1993,,,134226.4687,,,,,,,
Colombia,1992,,,129258.8196,,,,,,,
Colombia,1991,,,126105.0075,,,,,,,
Colombia,1990,,,124703.6395,,,,,,,
Dominican Republic,2020,,,37052.66519,,,,,,,
Dominican Republic,2019,,,39753.30481,,,,,,,
Dominican Republic,2018,,,39252.48133,,,,,,,
Dominican Republic,2017,,,37021.07534,,,,,,,
Dominican Republic,2016,,,37760.74806,,,,,,,
Dominican Republic,2015,,,36494.27567,,,,,,,
Dominican Republic,2014,,,34091.50908,,,,,,,
Dominican Republic,2013,,,33736.58828,,,,,,,
Dominican Republic,2012,,,33969.17568,,,,,,,
Dominican Republic,2011,,,33166.71838,,,,,,,
Dominican Republic,2010,,,32784.70389,,,,,,,
Dominican Republic,2009,,,31417.87007,,,,,,,
Dominican Republic,2008,,,31936.61485,,,,,,,
Dominican Republic,2007,,,31781.46154,,,,,,,
Dominican Republic,2006,,,30585.65002,,,,,,,
Dominican Republic,2005,,,28593.15641,,,,,,,
Dominican Republic,2004,,,27343.39745,,,,,,,
Dominican Republic,2003,,,28053.07909,,,,,,,
Dominican Republic,2002,,,30390.63354,,,,,,,
Dominican Republic,2001,,,27952.67788,,,,,,,
Dominican Republic,2000,,,27147.79163,,,,,,,
Dominican Republic,1999,,,26440.84756,,,,,,,
Dominican Republic,1998,,,25843.32629,,,,,,,
Dominican Republic,1997,,,23888.38264,,,,,,,
Dominican Republic,1996,,,22233.01579,,,,,,,
Dominican Republic,1995,,,21327.06034,,,,,,,
Dominican Republic,1994,,,20822.30564,,,,,,,
Dominican Republic,1993,,,18843.71024,,,,,,,
Dominican Republic,1992,,,18348.35695,,,,,,,
Dominican Republic,1991,,,16874.12935,,,,,,,
Dominican Republic,1990,,,15759.75316,,,,,,,
Haiti,2020,,,10267.23377,,,,,,,
Haiti,2019,,,10321.15836,,,,,,,
Haiti,2018,,,10194.95506,,,,,,,
Haiti,2017,,,10312.34705,,,,,,,
Haiti,2016,,,10332.15075,,,,,,,
Haiti,2015,,,10087.15494,,,,,,,
Haiti,2014,,,9726.1116,,,,,,,
Haiti,2013,,,9307.168359,,,,,,,
Haiti,2012,,,9014.772317,,,,,,,
Haiti,2011,,,9254.390676,,,,,,,
Haiti,2010,,,8938.707434,,,,,,,
Haiti,2009,,,8385.535456,,,,,,,
Haiti,2008,,,8328.645478,,,,,,,
Haiti,2007,,,8305.170899,,,,,,,
Haiti,2006,,,7877.413521,,,,,,,
Haiti,2005,,,7822.671543,,,,,,,
Haiti,2004,,,7718.485077,,,,,,,
Haiti,2003,,,7839.716412,,,,,,,
Haiti,2002,,,7797.484446,,,,,,,
Haiti,2001,,,7505.127981,,,,,,,
Haiti,2000,,,7322.144215,,,,,,,
Haiti,1999,,,6841.864701,,,,,,,
Haiti,1998,,,6700.186187,,,,,,,
Haiti,1997,,,6549.524474,,,,,,,
Haiti,1996,,,6150.08596,,,,,,,
Haiti,1995,,,5852.367146,,,,,,,
Haiti,1994,,,5072.937963,,,,,,,
Haiti,1993,,,5584.07354,,,,,,,
Haiti,1992,,,5947.278917,,,,,,,
Haiti,1991,,,5541.870894,,,,,,,
Haiti,1990,,,5331.60407,,,,,,,
St. Lucia,2020,,,850.806942,,,,,,,
St. Lucia,2019,,,881.038526,,,,,,,
St. Lucia,2018,,,868.20671,,,,,,,
St. Lucia,2017,,,865.537994,,,,,,,
St. Lucia,2016,,,835.070077,,,,,,,
St. Lucia,2015,,,826.190561,,,,,,,
St. Lucia,2014,,,824.362982,,,,,,,
St. Lucia,2013,,,816.341902,,,,,,,
St. Lucia,2012,,,811.916022,,,,,,,
St. Lucia,2011,,,799.461243,,,,,,,
St. Lucia,2010,,,800.120863,,,,,,,
St. Lucia,2009,,,731.083297,,,,,,,
St. Lucia,2008,,,726.119331,,,,,,,
St. Lucia,2007,,,716.973865,,,,,,,
St. Lucia,2006,,,703.652199,,,,,,,
St. Lucia,2005,,,679.042333,,,,,,,
St. Lucia,2004,,,680.413847,,,,,,,
St. Lucia,2003,,,657.048661,,,,,,,
St. Lucia,2002,,,628.297474,,,,,,,
St. Lucia,2001,,,636.244888,,,,,,,
St. Lucia,2000,,,618.502802,,,,,,,
St. Lucia,1999,,,700.682866,,,,,,,
St. Lucia,1998,,,770.034231,,,,,,,
St. Lucia,1997,,,817.475295,,,,,,,
St. Lucia,1996,,,901.52056,,,,,,,
St. Lucia,1995,,,965.230724,,,,,,,
St. Lucia,1994,,,1037.802477,,,,,,,
St. Lucia,1993,,,1000.894535,,,,,,,
St. Lucia,1992,,,969.125392,,,,,,,
St. Lucia,1991,,,930.45995,,,,,,,
St. Lucia,1990,,,905.518408,,,,,,,
Peru,2020,,,89865.35382,,,,,,,
Peru,2019,,,100394.9369,,,,,,,
Peru,2018,,,97101.62001,,,,,,,
Peru,2017,,,97009.7592,,,,,,,
Peru,2016,,,99281.9726,,,,,,,
Peru,2015,,,96579.81659,,,,,,,
Peru,2014,,,94868.22585,,,,,,,
Peru,2013,,,91156.36111,,,,,,,
Peru,2012,,,89212.99587,,,,,,,
Peru,2011,,,89039.03353,,,,,,,
Peru,2010,,,84787.4463,,,,,,,
Peru,2009,,,80432.88721,,,,,,,
Peru,2008,,,76320.47982,,,,,,,
Peru,2007,,,71287.08464,,,,,,,
Peru,2006,,,67464.68605,,,,,,,
Peru,2005,,,67705.51406,,,,,,,
Peru,2004,,,66494.69603,,,,,,,
Peru,2003,,,62452.7187,,,,,,,
Peru,2002,,,62642.82627,,,,,,,
Peru,2001,,,60783.81423,,,,,,,
Peru,2000,,,62721.2921,,,,,,,
Peru,1999,,,61955.17727,,,,,,,
Peru,1998,,,57732.82254,,,,,,,
Peru,1997,,,56965.47011,,,,,,,
Peru,1996,,,56018.92157,,,,,,,
Peru,1995,,,52297.66664,,,,,,,
Peru,1994,,,47389.25642,,,,,,,
Peru,1993,,,45018.41181,,,,,,,
Peru,1992,,,43934.88901,,,,,,,
Peru,1991,,,43271.7677,,,,,,,
Peru,1990,,,44386.14919,,,,,,,
Portugal,2020,,,55640.70734,,,,,,,
Portugal,2019,,,61575.13853,,,,,,,
Portugal,2018,,,66613.16462,,,,,,,
Portugal,2017,,,70957.67981,,,,,,,
Portugal,2016,,,66390.76779,,,,,,,
Portugal,2015,,,67508.48674,,,,,,,
Portugal,2014,,,63414.4256,,,,,,,
Portugal,2013,,,63799.82422,,,,,,,
Portugal,2012,,,65489.81718,,,,,,,
Portugal,2011,,,67196.13929,,,,,,,
Portugal,2010,,,68073.96507,,,,,,,
Portugal,2009,,,73486.2919,,,,,,,
Portugal,2008,,,74282.36094,,,,,,,
Portugal,2007,,,76536.74874,,,,,,,
Portugal,2006,,,77908.08279,,,,,,,
Portugal,2005,,,82959.22104,,,,,,,
Portugal,2004,,,79874.65009,,,,,,,
Portugal,2003,,,78021.2855,,,,,,,
Portugal,2002,,,82670.82672,,,,,,,
Portugal,2001,,,78052.09705,,,,,,,
Portugal,2000,,,78714.35724,,,,,,,
Portugal,1999,,,79157.965,,,,,,,
Portugal,1998,,,72410.79367,,,,,,,
Portugal,1997,,,67266.45173,,,,,,,
Portugal,1996,,,64867.62361,,,,,,,
Portugal,1995,,,66557.17775,,,,,,,
Portugal,1994,,,62793.07151,,,,,,,
Portugal,1993,,,60886.29031,,,,,,,
Portugal,1992,,,61976.41863,,,,,,,
Portugal,1991,,,57938.76274,,,,,,,
Portugal,1990,,,56208.04725,,,,,,,
Somalia,2020,,,26272.10205,,,,,,,
Somalia,2019,,,26122.38808,,,,,,,
Somalia,2018,,,25617.6715,,,,,,,
Somalia,2017,,,25630.36542,,,,,,,
Somalia,2016,,,25787.98404,,,,,,,
Somalia,2015,,,25760.90016,,,,,,,
Somalia,2014,,,25700.44983,,,,,,,
Somalia,2013,,,25565.33239,,,,,,,
Somalia,2012,,,25442.31125,,,,,,,
Somalia,2011,,,25151.40521,,,,,,,
Somalia,2010,,,24991.99617,,,,,,,
Somalia,2009,,,24788.19632,,,,,,,
Somalia,2008,,,24760.52607,,,,,,,
Somalia,2007,,,24734.42912,,,,,,,
Somalia,2006,,,25838.22286,,,,,,,
Somalia,2005,,,27109.69021,,,,,,,
Somalia,2004,,,26667.08055,,,,,,,
Somalia,2003,,,26366.6387,,,,,,,
Somalia,2002,,,26136.39944,,,,,,,
Somalia,2001,,,25739.66928,,,,,,,
Somalia,2000,,,25198.10952,,,,,,,
Somalia,1999,,,25026.20428,,,,,,,
Somalia,1998,,,24953.81443,,,,,,,
Somalia,1997,,,25116.86988,,,,,,,
Somalia,1996,,,24726.49484,,,,,,,
Somalia,1995,,,24280.35179,,,,,,,
Somalia,1994,,,23622.52011,,,,,,,
Somalia,1993,,,21678.75783,,,,,,,
Somalia,1992,,,19700.26335,,,,,,,
Somalia,1991,,,21646.48946,,,,,,,
Somalia,1990,,,24533.67538,,,,,,,
Serbia,2020,,,62883.94612,,,,,,,
Serbia,2019,,,62153.38565,,,,,,,
Serbia,2018,,,61655.12499,,,,,,,
Serbia,2017,,,63354.39643,,,,,,,
Serbia,2016,,,62973.06836,,,,,,,
Serbia,2015,,,61517.8547,,,,,,,
Serbia,2014,,,55198.86327,,,,,,,
Serbia,2013,,,63190.29773,,,,,,,
Serbia,2012,,,62462.4487,,,,,,,
Serbia,2011,,,67306.68346,,,,,,,
Serbia,2010,,,62994.96792,,,,,,,
Serbia,2009,,,63457.51652,,,,,,,
Serbia,2008,,,65919.78603,,,,,,,
Serbia,2007,,,68138.41124,,,,,,,
Serbia,2006,,,69221.81494,,,,,,,
Serbia,2005,,,67014.41899,,,,,,,
Serbia,2004,,,74706.72298,,,,,,,
Serbia,2003,,,69382.36391,,,,,,,
Serbia,2002,,,66323.13424,,,,,,,
Serbia,2001,,,62954.76975,,,,,,,
Serbia,2000,,,60568.40216,,,,,,,
Serbia,1999,,,58579.4546,,,,,,,
Serbia,1998,,,76035.01476,,,,,,,
Serbia,1997,,,76286.77459,,,,,,,
Serbia,1996,,,71349.77076,,,,,,,
Serbia,1995,,,63739.72071,,,,,,,
Serbia,1994,,,57195.01766,,,,,,,
Serbia,1993,,,60905.6984,,,,,,,
Serbia,1992,,,66633.39057,,,,,,,
Serbia,1991,,,72001.76744,,,,,,,
Serbia,1990,,,82471.42823,,,,,,,
Syrian Arab Republic,2020,,,47112.47483,,,,,,,
Syrian Arab Republic,2019,,,47606.12931,,,,,,,
Syrian Arab Republic,2018,,,47033.21899,,,,,,,
Syrian Arab Republic,2017,,,45708.65357,,,,,,,
Syrian Arab Republic,2016,,,43527.15344,,,,,,,
Syrian Arab Republic,2015,,,44503.58762,,,,,,,
Syrian Arab Republic,2014,,,46286.62543,,,,,,,
Syrian Arab Republic,2013,,,52237.46435,,,,,,,
Syrian Arab Republic,2012,,,74801.71236,,,,,,,
Syrian Arab Republic,2011,,,99245.48167,,,,,,,
Syrian Arab Republic,2010,,,104400.8016,,,,,,,
Syrian Arab Republic,2009,,,104961.4183,,,,,,,
Syrian Arab Republic,2008,,,109432.7372,,,,,,,
Syrian Arab Republic,2007,,,108864.9765,,,,,,,
Syrian Arab Republic,2006,,,106070.59,,,,,,,
Syrian Arab Republic,2005,,,104048.2832,,,,,,,
Syrian Arab Republic,2004,,,94106.15328,,,,,,,
Syrian Arab Republic,2003,,,101425.908,,,,,,,
Syrian Arab Republic,2002,,,102019.6105,,,,,,,
Syrian Arab Republic,2001,,,100080.0011,,,,,,,
Syrian Arab Republic,2000,,,100230.3761,,,,,,,
Syrian Arab Republic,1999,,,100553.5215,,,,,,,
Syrian Arab Republic,1998,,,101106.828,,,,,,,
Syrian Arab Republic,1997,,,97982.35447,,,,,,,
Syrian Arab Republic,1996,,,98330.34683,,,,,,,
Syrian Arab Republic,1995,,,96473.56079,,,,,,,
Syrian Arab Republic,1994,,,92734.32975,,,,,,,
Syrian Arab Republic,1993,,,89439.79221,,,,,,,
Syrian Arab Republic,1992,,,85808.73408,,,,,,,
Syrian Arab Republic,1991,,,80740.45314,,,,,,,
Syrian Arab Republic,1990,,,71150.6085,,,,,,,
Argentina,2020,,,,43.0292651706989,,,,,,
Argentina,2019,,,,42.5907792625398,,,,,,
Argentina,2018,,,,42.3715363084602,,,,,,
Argentina,2017,,,,42.9863813585024,,,,,,
